39.514µs
2.715µs
52.177µs
3.536µs
2.484µs
158.429µs
2.627µs
2.73µs
175.51µs
183.322µs
154.85µs
190.33µs
176.725µs
174.575µs
173.302µs
179.384µs
156.125µs
199.285µs
120.293µs
181.056µs
132.444µs
32.488µs
174.331µs
167.925µs
7.159µs
203.014µs
164.755µs
26.037µs
34.652µs
31.618µs
4.361µs
178.598µs
168.801µs
7.785µs
3.445µs
3.343µs
6.825µs
2.385µs
3.286µs
2.849µs
2.341µs
6.544µs
179.398µs
167.551µs
3.328µs
183.282µs
123.152µs
20.53µs
224.69µs
3.549µs
173.78µs
3.066µs
172.24µs
162.917µs
2.81µs
180.529µs
7.373µs
201.925µs
8.582µs
179.608µs
192.123µs
174.904µs
180.599µs
7.023µs
7.432µs
198.222µs
189.922µs
20.631µs
5.835µs
165.483µs
167.329µs
187.284µs
184.265µs
181.301µs
189.322µs
7.032µs
199.154µs
171.583µs
168.415µs
187.626µs
7.433µs
188.882µs
153.166µs
40.111µs
6.308µs
3.099µs
2.851µs
2.923µs
3.831µs
15.969µs
15.656µs
193.475µs
7.309µs
20.753µs
2.559µs
191.099µs
178.861µs
5.804µs
1.13µs
2.748µs
5.97µs
196.461µs
185.146µs
2.849µs
187.644µs
7.15µs
3.061µs
186.021µs
5.116µs
41.521µs
8.494µs
53.631µs
78.255µs
180.144µs
42.117µs
35.12µs
16.625µs
52.554µs
37.697µs
9.412µs
43.91µs
63.707µs
39.087µs
27.419µs
34.508µs
45.601µs
3.537µs
37.567µs
2.969µs
39.746µs
54.312µs
39.438µs
2.256µs
37.107µs
41.066µs
56.027µs
2.599µs
7.086µs
2.173µs
53.195µs
3.371µs
7.455µs
9.699µs
5.315µs
39.155µs
3.376µs
41.041µs
3.268µs
2.693µs
6.576µs
2.372µs
33.66µs
1.756µs
3.859µs
37.639µs
63.535µs
35.027µs
27.143µs
36.937µs
1.59µs
29.351µs
38.027µs
2.869µs
41.718µs
56.167µs
36.875µs
32.491µs
30.437µs
2.22µs
48.48µs
49.299µs
39.081µs
17.587µs
41.879µs
17.757µs
18.749µs
37.461µs
14.363µs
33.936µs
39.216µs
39.695µs
7.043µs
3.192µs
64.393µs
3.524µs
44.729µs
36.527µs
6.956µs
3.216µs
2.607µs
39.143µs
51.025µs
3.52µs
10.17µs
40.196µs
39.254µs
29.334µs
6.042µs
35.817µs
7.562µs
2.046µs
41.223µs
36.54µs
18.265µs
6.98µs
37.387µs
2.038µs
24.763µs
2.131µs
45.805µs
35.432µs
56.29µs
34.854µs
1.244µs
2.72µs
2.562µs
34.371µs
73.996µs
20.592µs
36.691µs
80.053µs
24.212µs
27.339µs
2.518µs
33.351µs
22.447µs
8.094µs
8.34µs
5.788µs
3.276µs
3.005µs
7.434µs
3.11µs
2.935µs
6.771µs
3.486µs
2.189µs
6.164µs
193.035µs
213.014µs
108.971µs
93.745µs
203.535µs
1.567µs
2.291µs
1.067µs
7.284µs
187.079µs
2.902µs
2.25µs
1.269µs
3.269µs
78.049µs
2.065µs
6.908µs
2.652µs
1.17µs
202.452µs
171.514µs
3.498µs
182.881µs
169.672µs
7.478µs
1.306µs
183.814µs
170.74µs
1.286µs
7.933µs
171.131µs
104.044µs
16.938µs
7.477µs
6.616µs
214.508µs
122.87µs
125.118µs
187.43µs
3.116µs
171.785µs
7.715µs
36.482µs
5.72µs
3.721µs
47.749µs
183.18µs
179.66µs
21.199µs
40.163µs
15.674µs
4.241µs
198.942µs
89.361µs
183.415µs
183.118µs
166.598µs
174.301µs
180.134µs
89.883µs
168.361µs
175.269µs
87.852µs
177.1µs
170.372µs
167.843µs
167.867µs
127.195µs
175.091µs
53.635µs
36.465µs
56.091µs
6.931µs
53.266µs
191.775µs
178.329µs
173.33µs
6.641µs
176.053µs
155.25µs
173.767µs
180.427µs
177.941µs
3.358µs
22.146µs
2.889µs
164.162µs
22.538µs
3.636µs
210.695µs
7.733µs
2.836µs
9.401µs
50.794µs
6.631µs
3.641µs
44.536µs
4.999µs
193.688µs
1.809µs
162.715µs
8.763µs
5.601µs
5.358µs
3.139µs
238.263µs
193.53µs
145.66µs
113.448µs
163.973µs
101.981µs
103.054µs
1.938µs
134.56µs
136.484µs
167.533µs
127.088µs
114.099µs
5.997µs
130.707µs
111.53µs
124.564µs
1.882µs
176.868µs
23.55µs
137.152µs
168.691µs
151.921µs
194.816µs
115.655µs
161.104µs
129.111µs
116.925µs
128.814µs
118.542µs
7.58µs
4.714µs
3.98µs
3.105µs
3.354µs
201.033µs
2.819µs
2.341µs
211.95µs
3.853µs
4.265µs
2.694µs
216.468µs
6.219µs
8.889µs
3.115µs
187.869µs
39.644µs
6.372µs
41.481µs
26.569µs
164.876µs
146.583µs
175.074µs
165.817µs
202.644µs
3.223µs
184.503µs
54.566µs
40.236µs
7.373µs
44.659µs
300.149µs
204.44µs
173.827µs
169.939µs
165.932µs
167.803µs
165.718µs
149.139µs
7.001µs
183.194µs
3.308µs
8.009µs
40.347µs
49.587µs
8.263µs
186.708µs
186.331µs
162.732µs
7.215µs
16.458µs
8.046µs
3.63µs
3.012µs
7.678µs
3.095µs
3.183µs
6.556µs
6.33µs
195.058µs
16.132µs
215.831µs
183.172µs
183.905µs
177.187µs
35.18µs
2.803µs
2.467µs
8.444µs
177.181µs
3.173µs
179.086µs
142.469µs
189.128µs
2.965µs
176.386µs
180.884µs
8.643µs
190.769µs
182.249µs
127.597µs
198.059µs
2.81µs
185.568µs
178.696µs
2.746µs
192.687µs
127.087µs
164.02µs
117.868µs
139.281µs
171.063µs
18.968µs
34.522µs
18.459µs
35.987µs
15.249µs
42.871µs
165.375µs
116.035µs
3.097µs
2.912µs
6.871µs
53.983µs
3.067µs
3.733µs
3.455µs
54.041µs
3.125µs
51.52µs
3.469µs
49.642µs
54.36µs
2.798µs
3.838µs
21.376µs
2.172µs
57.021µs
76.873µs
52.38µs
28.526µs
3.669µs
6.381µs
53.454µs
6.859µs
219.424µs
37.55µs
178.916µs
199.317µs
61.596µs
181.155µs
48.864µs
2.701µs
1.774µs
184.739µs
152.436µs
7.266µs
178.676µs
7.571µs
186.871µs
167.449µs
182.954µs
113.897µs
3.424µs
180.094µs
2.479µs
59.902µs
25.54µs
36.82µs
20.057µs
203.436µs
3.186µs
6.31µs
21.488µs
2.805µs
3.197µs
7.767µs
21.108µs
2.142µs
3.013µs
6.942µs
7.816µs
207.098µs
140.47µs
105.198µs
10.684µs
239.677µs
143.175µs
2.145µs
173.641µs
130.668µs
110.386µs
1.786µs
5.101µs
2.057µs
1.39µs
138.559µs
6.789µs
141.842µs
1.686µs
6.182µs
124.47µs
113.623µs
1.404µs
1.578µs
128.436µs
5.319µs
117.993µs
6.298µs
119.038µs
175.051µs
125.603µs
119.685µs
116.225µs
208.415µs
174.892µs
39.566µs
17.501µs
32.165µs
47.519µs
19.578µs
9.91µs
5.729µs
3.7µs
3.622µs
2.376µs
8.406µs
3.272µs
2.049µs
9.54µs
241.705µs
4.24µs
192.248µs
22.793µs
8.016µs
8.216µs
6.529µs
8.282µs
3.379µs
175.738µs
3.031µs
1.338µs
182.636µs
7.509µs
219.892µs
216.565µs
7.161µs
185.348µs
153.216µs
2.908µs
35.685µs
144.353µs
154.355µs
192.442µs
170.194µs
7.214µs
186.704µs
115.069µs
168.987µs
119.778µs
239.614µs
130.445µs
184.303µs
164.886µs
122.577µs
3.264µs
177.087µs
188.502µs
166.619µs
16.976µs
7.584µs
200.925µs
2.041µs
7.594µs
2.899µs
20.95µs
2.34µs
20.759µs
2.629µs
53.506µs
8.408µs
51.144µs
54.105µs
6.396µs
200.389µs
15.505µs
194.323µs
16.13µs
174.417µs
3.278µs
190.64µs
3.307µs
174.918µs
213.238µs
3.69µs
241.924µs
193.18µs
197.066µs
6.959µs
20.745µs
188.896µs
173.255µs
180.023µs
2.859µs
3.224µs
199.107µs
173.722µs
201.905µs
171.505µs
187.508µs
195.138µs
174.32µs
6.254µs
181.247µs
160.818µs
179.285µs
2.863µs
2.753µs
2.835µs
184.952µs
2.829µs
1.81µs
2.545µs
16.171µs
164.14µs
175.778µs
6.128µs
3.418µs
7.984µs
2.412µs
6.77µs
179.558µs
2.748µs
3.063µs
179.062µs
158.577µs
8.801µs
183.083µs
198.956µs
20.21µs
172.322µs
176.657µs
182.942µs
213.136µs
160.019µs
3.481µs
184.935µs
191.085µs
178.189µs
185.598µs
186.96µs
2.882µs
7.371µs
187.357µs
32.006µs
37.488µs
33.459µs
36.978µs
36.69µs
170.793µs
3.045µs
191.197µs
156.551µs
3.302µs
3.076µs
10.415µs
3.204µs
2.541µs
3.356µs
54.201µs
7.714µs
41.369µs
7.63µs
6.359µs
3.176µs
10.605µs
187.62µs
174.802µs
168.744µs
10.288µs
2.764µs
190.485µs
200.678µs
178.035µs
170.991µs
8.001µs
17.027µs
169.795µs
200.631µs
3.344µs
183.359µs
174.373µs
193.221µs
189.955µs
20.308µs
173.542µs
197.106µs
175.097µs
170.927µs
6.841µs
169.558µs
182.302µs
7.313µs
194.283µs
193.377µs
6.543µs
184.766µs
195.914µs
190.389µs
175.133µs
186.141µs
3.191µs
7.568µs
8.347µs
3.071µs
3.31µs
2.974µs
169.766µs
7.581µs
159.98µs
112.082µs
20.419µs
171.77µs
18.033µs
2.74µs
37.58µs
4.485µs
7.956µs
39.254µs
46.148µs
3.487µs
3.607µs
226.917µs
7.11µs
46.027µs
43.626µs
37.022µs
198.269µs
3.365µs
196.385µs
178.932µs
193.467µs
188.559µs
188.708µs
171.985µs
286.005µs
183.21µs
176.329µs
179.898µs
177.309µs
172.634µs
167.605µs
3.068µs
182.864µs
27.533µs
34.285µs
2.776µs
34.819µs
38.117µs
160.457µs
195.812µs
187.868µs
20.416µs
3.181µs
20.364µs
1.818µs
16.81µs
2.91µs
3.556µs
164.003µs
189.2µs
3.071µs
7.642µs
190.981µs
164.537µs
6.978µs
2.803µs
2.929µs
7.291µs
208.172µs
193.738µs
178.78µs
153.212µs
194.03µs
130.747µs
174.933µs
20.34µs
181.917µs
182.134µs
129.702µs
175.659µs
182.472µs
197.698µs
3.202µs
2.694µs
7.212µs
186.375µs
131.854µs
177.733µs
173.488µs
6.28µs
3.169µs
37.266µs
179.896µs
116.202µs
22.323µs
7.404µs
8.444µs
3.427µs
3.404µs
8.176µs
208µs
3.228µs
3.643µs
3.075µs
181.431µs
7.374µs
8.497µs
5.88µs
2.018µs
174.953µs
1.86µs
174.72µs
1.875µs
160.158µs
190.342µs
106.898µs
204.272µs
5.746µs
3µs
193.981µs
2.222µs
3.216µs
157.922µs
175.376µs
197.75µs
185.111µs
129.676µs
164.55µs
126.119µs
180.748µs
178.886µs
159.44µs
178.582µs
21.989µs
29.223µs
29.22µs
36.095µs
30.671µs
43.247µs
156.104µs
123.727µs
5.943µs
3.284µs
3.239µs
19.336µs
7.818µs
167.307µs
21.099µs
3.968µs
6.377µs
2.156µs
6.341µs
16.78µs
828ns
2.94µs
180.502µs
52.217µs
33.578µs
33.928µs
19.282µs
3.098µs
183.389µs
7.705µs
5.058µs
180.601µs
133.301µs
159.002µs
6.039µs
4.437µs
182.952µs
161.208µs
175.241µs
6.611µs
4.591µs
3.679µs
187.297µs
177.774µs
130.453µs
172.365µs
174.62µs
170.861µs
182.838µs
1.7µs
2.58µs
170.713µs
178.433µs
139.345µs
144.908µs
168.986µs
7.744µs
7.34µs
2.926µs
2.889µs
206.403µs
2.839µs
2.876µs
148.485µs
3.067µs
1.741µs
2.953µs
195.125µs
3.029µs
38.492µs
35.533µs
1.96µs
2.302µs
6.048µs
2.12µs
165.682µs
187.804µs
5.715µs
5.839µs
177.427µs
173.594µs
124.34µs
151.64µs
135.508µs
18.595µs
6.16µs
196.136µs
131.1µs
185.289µs
123.973µs
8.08µs
155.639µs
178.834µs
94.113µs
20.055µs
153.576µs
173.352µs
2.14µs
145.39µs
123.979µs
187.863µs
24.105µs
7.071µs
2.422µs
5.651µs
2.792µs
181.099µs
125.358µs
144.845µs
7.622µs
2.849µs
175.523µs
5.207µs
2.612µs
3.326µs
195.183µs
2.253µs
7.861µs
192.916µs
189.629µs
2.582µs
186.588µs
180.083µs
169.639µs
177.255µs
7.998µs
182.307µs
176.468µs
199.134µs
165.106µs
169.193µs
182.404µs
3.009µs
6.793µs
7.043µs
178.575µs
160.925µs
20.014µs
184.066µs
7.038µs
7.479µs
6.43µs
208.63µs
186.87µs
164.942µs
173.61µs
174.857µs
32.562µs
37.669µs
3.437µs
3.258µs
3.097µs
17.803µs
20.462µs
4.103µs
3.148µs
2.91µs
1.82µs
183.702µs
182.927µs
188.265µs
3.507µs
169.575µs
182.97µs
20.584µs
176.056µs
164.751µs
185.64µs
200.832µs
143.095µs
2.882µs
203.99µs
177.949µs
163.215µs
7.481µs
7.629µs
39.742µs
7.391µs
38.024µs
180.106µs
2.933µs
6.672µs
6.559µs
193.161µs
201.005µs
7.603µs
171.477µs
181.299µs
180.249µs
61.475µs
32.678µs
7.092µs
3.365µs
6.936µs
3.69µs
3.241µs
3.033µs
3.827µs
6.749µs
182.075µs
2.848µs
167.476µs
166.595µs
34.343µs
6.396µs
2.088µs
182.695µs
4.717µs
160.269µs
159.356µs
2.882µs
188.418µs
172.341µs
2.684µs
182.565µs
2.443µs
198.417µs
105.731µs
182.385µs
128.864µs
22.082µs
6.845µs
182.165µs
171.495µs
180.712µs
180.906µs
172.655µs
3.142µs
177.653µs
3.07µs
188.219µs
159.452µs
184.334µs
174.675µs
7.657µs
37.777µs
56.642µs
160.519µs
3.061µs
16.378µs
2.947µs
3.03µs
6.808µs
8.039µs
3.176µs
2.86µs
187.913µs
8.966µs
8.406µs
2.964µs
3.679µs
209.17µs
178.79µs
185.255µs
195.517µs
182.714µs
177.291µs
184.32µs
177.414µs
180.606µs
178.697µs
180.477µs
184.332µs
182.687µs
3.346µs
183.535µs
180.337µs
178.405µs
20.971µs
180.594µs
190.253µs
20.149µs
182.288µs
27.312µs
177.353µs
190.792µs
21.832µs
197.981µs
179.89µs
244.068µs
177.285µs
30.053µs
6.544µs
5.351µs
3.522µs
3.528µs
3.197µs
3.612µs
191.95µs
265.622µs
2.781µs
37.098µs
50.35µs
38.522µs
3.642µs
3.427µs
7.12µs
6.824µs
180.32µs
2.322µs
200.227µs
5.821µs
176.768µs
7.491µs
153.577µs
188.04µs
2.387µs
200.347µs
7.289µs
2.584µs
177.295µs
129.592µs
183.977µs
201.079µs
120.461µs
6.829µs
164.238µs
3.243µs
171.818µs
103.9µs
161.601µs
178.276µs
6.849µs
36.898µs
42.877µs
34.858µs
35.311µs
169.56µs
195.65µs
131.812µs
168.869µs
167.097µs
3.489µs
6.248µs
16.599µs
922ns
16.155µs
2.985µs
3.272µs
196.25µs
3.446µs
175.694µs
179.889µs
19.665µs
6.92µs
3.488µs
171.366µs
7.823µs
20.611µs
7.996µs
202.892µs
2.895µs
3.756µs
196.697µs
3.153µs
6.593µs
8.341µs
20.402µs
28.458µs
21.812µs
35.935µs
2.858µs
3.834µs
7.041µs
6.447µs
7.133µs
6.615µs
183.324µs
205.768µs
195.824µs
179.492µs
172.906µs
3.303µs
2.894µs
3.896µs
33.789µs
9.474µs
3.299µs
2.28µs
211.685µs
190.084µs
179.857µs
5.9µs
3.113µs
197.657µs
123.143µs
181.812µs
3.195µs
2.281µs
200.998µs
6.808µs
6.567µs
177.747µs
94.06µs
6.402µs
176.256µs
3.015µs
33.934µs
35.373µs
35.296µs
2.251µs
30.923µs
144.429µs
7.655µs
183.587µs
5.762µs
198.02µs
125.586µs
6.44µs
184.761µs
51.077µs
33.59µs
6.17µs
10.488µs
7.245µs
154.945µs
186.265µs
144.167µs
157.027µs
166.154µs
6.783µs
36.253µs
28.083µs
32.016µs
3.087µs
168.483µs
3.277µs
7.035µs
176.599µs
38.431µs
21.509µs
4.738µs
3.048µs
3.201µs
147.507µs
179.051µs
2.33µs
7.849µs
2.874µs
7.105µs
6.723µs
242.844µs
47.206µs
168.355µs
1.548µs
158.386µs
1.465µs
123.382µs
142.031µs
20.917µs
2.87µs
7.671µs
2.02µs
2.261µs
3.376µs
6.943µs
2.128µs
7.534µs
3.809µs
4.54µs
6.357µs
7.501µs
178.757µs
223.634µs
104.882µs
198.442µs
113.431µs
2.391µs
7.022µs
2.687µs
1.147µs
6.898µs
3.754µs
2.658µs
1.391µs
207.224µs
21.96µs
36.719µs
38.788µs
34.416µs
24.063µs
2.588µs
159.988µs
179.86µs
146.065µs
186.413µs
40.058µs
33.695µs
31.779µs
5.636µs
24.805µs
160.668µs
113.657µs
131.233µs
6.408µs
138.814µs
138.301µs
3.074µs
6.039µs
2.111µs
7.37µs
4.828µs
268.192µs
3.304µs
3.055µs
6.043µs
18.364µs
3.908µs
2.934µs
3.172µs
190.308µs
27.684µs
5.811µs
3.324µs
53.071µs
4.423µs
2.661µs
172.011µs
1.454µs
141.032µs
90.612µs
157.782µs
117.79µs
160.993µs
200.817µs
163.907µs
164.08µs
129.296µs
146.799µs
114.095µs
94.943µs
109.452µs
122.971µs
5.502µs
122.362µs
4.709µs
244.732µs
4.596µs
223.841µs
2.465µs
130.333µs
306.809µs
30.866µs
23.274µs
23.109µs
23.115µs
7.354µs
9.846µs
5.506µs
2.693µs
3.732µs
4.021µs
1.041µs
214.705µs
1.791µs
193.354µs
8.115µs
2.881µs
6.867µs
2.118µs
1.695µs
6.887µs
5.026µs
207.847µs
43.071µs
21.562µs
5.583µs
1.537µs
162.493µs
1.661µs
128.908µs
118.162µs
120.958µs
405.171µs
5.716µs
151.345µs
17.385µs
44.493µs
24.319µs
24.081µs
18.932µs
24.621µs
2.002µs
130.628µs
112.071µs
6.074µs
119.61µs
154.096µs
18.383µs
32.267µs
128.712µs
186.38µs
77.297µs
5.522µs
110.496µs
124.535µs
115.29µs
128.26µs
221.094µs
4.806µs
2.3µs
3.143µs
211.582µs
8.472µs
2.509µs
208.016µs
1.814µs
184.891µs
7.645µs
147.521µs
6.242µs
1.546µs
150.741µs
1.905µs
169.125µs
122.892µs
12.774µs
128.711µs
135.388µs
131.546µs
9.849µs
109.736µs
120.419µs
153.364µs
5.624µs
1.8µs
132.782µs
107.157µs
1.545µs
117.547µs
6.188µs
1.155µs
6.276µs
121.668µs
125.384µs
100.783µs
211.52µs
4.617µs
4.023µs
1.462µs
5.289µs
130.172µs
127.171µs
115.7µs
104.556µs
104.713µs
4.589µs
9.466µs
4.9µs
8.839µs
4.783µs
210.741µs
4.692µs
2.093µs
3.62µs
8.705µs
202.715µs
1.9µs
130.242µs
105.89µs
211.697µs
7.602µs
183.316µs
6.705µs
194.732µs
1.925µs
75.597µs
8.723µs
8.255µs
3.838µs
181.808µs
90.16µs
1.698µs
4.946µs
154.984µs
106.394µs
6.574µs
190.559µs
159.683µs
128.619µs
122.061µs
180.022µs
2.228µs
134.83µs
102.474µs
5.819µs
143.768µs
5.925µs
4.268µs
139.3µs
136.927µs
5.4µs
133.903µs
132.458µs
152.08µs
120.713µs
3.565µs
3.139µs
173.919µs
2.422µs
150.833µs
7.71µs
2.982µs
3.193µs
2.127µs
7.164µs
170.264µs
3.449µs
188.405µs
155.651µs
185.25µs
2.481µs
2.355µs
2.042µs
149.119µs
130.503µs
162.372µs
8.982µs
8.228µs
39.373µs
30.654µs
167.499µs
180.769µs
130.873µs
118.149µs
120.456µs
120.607µs
130.519µs
163.469µs
3.037µs
6.519µs
8.829µs
6.613µs
159.468µs
180.673µs
137.559µs
213.64µs
6.969µs
3.972µs
7.727µs
3.074µs
2.884µs
3.649µs
202.385µs
2.309µs
14.324µs
187.803µs
22.057µs
177.961µs
2.768µs
183.566µs
2.401µs
3.213µs
195.312µs
113.946µs
181.832µs
156.957µs
171.485µs
3.167µs
7.502µs
156.343µs
2.956µs
185.752µs
35.448µs
35.87µs
36.366µs
7.392µs
54.606µs
157.833µs
2.632µs
194.496µs
133.517µs
191.578µs
7.08µs
154.825µs
55.661µs
22.21µs
15.197µs
33.362µs
33.357µs
39.916µs
154.112µs
8.347µs
260.668µs
224.628µs
20.316µs
3.302µs
21.125µs
2.707µs
3.256µs
2.863µs
160.42µs
6.931µs
20.786µs
3.211µs
7.216µs
140.598µs
168.476µs
3.188µs
23.655µs
188.102µs
38.287µs
33.612µs
3.381µs
39.02µs
37.57µs
2.118µs
3.358µs
185.255µs
164.033µs
163.599µs
7.929µs
208.221µs
8.763µs
195.614µs
2.577µs
191.03µs
186.051µs
6.44µs
182.605µs
157.103µs
244.249µs
188.295µs
7.654µs
200.175µs
178.503µs
110.694µs
8.128µs
170.03µs
22.358µs
2.948µs
5.925µs
2.984µs
2.066µs
163.79µs
105.476µs
164.744µs
139.457µs
7.865µs
16.69µs
8.685µs
7.253µs
2.309µs
188.361µs
2.239µs
195.201µs
158.335µs
7.696µs
202.911µs
63.633µs
183.005µs
134.397µs
134.746µs
115.092µs
124.649µs
1.508µs
1.715µs
166.975µs
1.708µs
122.967µs
166.379µs
22.67µs
21.065µs
39.01µs
37.491µs
39.171µs
6.372µs
194.662µs
200.968µs
110.664µs
178.296µs
197.535µs
2.49µs
3.067µs
7.358µs
2.718µs
20.993µs
6.044µs
3.611µs
2.635µs
2.164µs
2.701µs
195.693µs
61.041µs
1.909µs
38.797µs
31.797µs
2.686µs
164.393µs
153.597µs
134.153µs
177.704µs
123.306µs
107.752µs
126.068µs
109.032µs
2.42µs
132.106µs
133.442µs
146.739µs
132.556µs
1.707µs
6.936µs
141.801µs
125.944µs
135.079µs
136.292µs
1.49µs
131.858µs
108.757µs
132.36µs
152.761µs
6.965µs
2.542µs
146.313µs
1.593µs
145µs
141.787µs
130.313µs
170.183µs
8.155µs
185.98µs
92.576µs
4.777µs
20.57µs
2.53µs
9.298µs
20.235µs
2.293µs
209.785µs
7.555µs
2.97µs
156.568µs
6.346µs
8.907µs
182.565µs
7.71µs
41.339µs
3.73µs
3.378µs
3.318µs
206.87µs
186.966µs
129.103µs
152.813µs
2.657µs
26.431µs
26.854µs
174.237µs
179.986µs
59.55µs
2.812µs
7.508µs
153.413µs
140.814µs
4.358µs
171.102µs
2.695µs
168.888µs
162.004µs
166.157µs
122.814µs
6.547µs
2.475µs
6.889µs
180.374µs
112.433µs
112.004µs
152.474µs
119.137µs
91.092µs
7.247µs
176.792µs
182.755µs
7.169µs
2.204µs
17.469µs
6.106µs
3.001µs
1.998µs
3.304µs
6.701µs
194.542µs
94.968µs
186.647µs
3.275µs
172.855µs
2.549µs
181.892µs
6.678µs
2.442µs
291.453µs
27.685µs
41.582µs
36.505µs
33.992µs
168.167µs
110.771µs
2.718µs
174.319µs
154.62µs
3.593µs
32.94µs
8.536µs
59.325µs
22.416µs
168.052µs
179.127µs
118.1µs
186.62µs
5.928µs
166.703µs
130.385µs
166.05µs
151.727µs
158.625µs
155.031µs
7.484µs
42.951µs
8.702µs
7.58µs
3.059µs
2.437µs
16.602µs
8.387µs
2.037µs
3.313µs
6.782µs
2.951µs
193.537µs
7.245µs
196.4µs
2.226µs
131.38µs
1.653µs
190.766µs
177.574µs
164.026µs
101.291µs
153.857µs
152.505µs
121.632µs
2.161µs
5.906µs
199.64µs
186.916µs
174.074µs
1.081µs
12.514µs
20.903µs
155.851µs
161.988µs
136.069µs
2.613µs
169.782µs
155.579µs
94.016µs
6.716µs
199.17µs
115.609µs
150.615µs
121.33µs
2.313µs
6.59µs
172.266µs
125.768µs
135.372µs
168.443µs
2.932µs
8.395µs
4.014µs
192.897µs
3.344µs
16.296µs
2.389µs
7.367µs
182.952µs
2.526µs
2.821µs
6.365µs
6.91µs
182.614µs
196.387µs
44.973µs
2.8µs
2.53µs
200.64µs
175.079µs
136.926µs
5.935µs
3.367µs
137.149µs
120.899µs
127.538µs
128.763µs
2.765µs
2.7µs
178.921µs
6.229µs
172.633µs
4.848µs
120.884µs
153.284µs
5.105µs
3.089µs
6.723µs
170.862µs
168.939µs
4.129µs
131.502µs
130.901µs
133.096µs
110.128µs
6.068µs
166.894µs
145.577µs
3.136µs
3.181µs
3.232µs
2.287µs
2.263µs
3.334µs
3.287µs
188.53µs
9.73µs
3.152µs
188.292µs
7.879µs
7.559µs
198.05µs
3.488µs
184.115µs
178.997µs
200.451µs
185.428µs
53.149µs
6.213µs
7.045µs
175.812µs
172.803µs
182.756µs
7.215µs
268.958µs
174.037µs
7.169µs
206.689µs
52.591µs
2.773µs
57.174µs
7.119µs
170.009µs
182.992µs
169.647µs
159.503µs
206.526µs
189.507µs
6.603µs
6.882µs
3.358µs
167.199µs
186.081µs
29.941µs
40.336µs
2.78µs
3.636µs
3.248µs
199.442µs
27.053µs
3.029µs
3.255µs
2.517µs
7.523µs
6.946µs
183.181µs
1.937µs
2.097µs
156.515µs
199.171µs
184.042µs
6.137µs
172.811µs
114.36µs
137.581µs
169.931µs
117.875µs
161.156µs
6.636µs
190.691µs
189.439µs
5.609µs
6.814µs
135.997µs
139.456µs
